tweet,message,match,polarity
782,RT AsiaChloeBrown Y all thought April and May were bad We about to be down real this winter,bad,negative
783,RT TrumperWavin White hat operators posting a simple but straightforward message shows that they know nothing can stop what is coming Ba,straightforward,positive
784,charliestmonica I m back on my harsh pandemic soapbox Facebook like If you re not considering the health,"harsh, like",neutral
785,RT josstheboss The Chinese Flu is looking very American,,neutral
786,RT TrumperWavin There s a storm coming It getting pretty rough out here Keep on praying Patriots,"rough, pretty",neutral
787,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
788,Guess what Dr Fraud your full of it was NOT the big deal you made out to be Liar I ve had flu bef,,neutral
789,RT hooliyah It s literally so that kids have no where to go after school some place stay until they can be safety picked up,,neutral
790,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
791,crashandsmash66 It s called FREEDOM of speech If China ao offended by opinions they can BLOCK Canada and leave u,,neutral
792,RT drewtw33ts There s a lot more than these today,,neutral
793,This is BRO which keeps our borders connected,,neutral
794,RT SVSU Alert Due to a public safety emergency the campus community is instructed avoid Science West until further notice,emergency,negative
795,JPFBASE SNOW WHITE PRINCESS HATSUNE MIKU,,neutral
796,J Edward65 I never been through a hurricane but have the feeling huge storm is coming,,neutral
797,RT dubsndoo When the other two opposition parties are against you when media covers up Trudeau corruption Liberals control,"opposition, corruption",negative
798,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
799,RT josstheboss The Chinese Flu is looking very American,,neutral
800,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
801,RT NYGovCuomo COVID fatigue is one thing denial another Remember You don t just put yourself at risk when you host large ind,"risk, fatigue, denial",negative
802,y all please do better whatever happens next in the U S regarding safety measures during pandemic we are so tired,"better, tired",neutral
803,RT minjeong kr 201113 WINTER AESPA aespa official TRANS Winter Kim Minjeong Past Pictures Middle School She looks,,neutral
804,Winter Will Bring a Flurry of Activity to the Housing Market,,neutral
805,New Zip Code Flu Dashboards 30 Million to Assist Ohio Health Departments Peak of,,neutral
806,Winter Will Bring a Flurry of Activity to the Housing Market,,neutral
807,RT HKGlobalConnect We welcome marcomendicino s plan to introduce a new visa route and expedite processing of permanent residence appl,welcome,positive
808,Winter Will Bring a Flurry of Activity to the Housing Market,,neutral
809,RT josstheboss The Chinese Flu is looking very American,,neutral
810,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
811,RT mattkinnear Ivy League spring sports will be postponed through at least February 2021 according to an institution Zoom call just,,neutral
812,RT ColoradoDavidSu Did he do anything good for the public,good,positive
813,RT CortesSteve Small business roars back We can t afford lockdowns Let s certify Trump win and choose the great American economic r,"win, great, afford",positive
814,GavinNewsom ahhh its flu season and now governor dip shit is promoting fear once again people in California be,"fear, shit",negative
815,19 Winter Summer,,neutral
816,RT josstheboss The Chinese Flu is looking very American,,neutral
817,Initial works underway at Princes Park for the redevelopment Bluebaggers Small stuff behind lecture room and,works,positive
818,RT NHC Atlantic Tropical Storm Eta Advisory 51 Center of Just Off the South Carolina Coast Heavy Rains and Gusty Winds Occurring A,,neutral
819,RT SpotsySchools Spotsylvania County Public Schools Hybrid and Distance Learning will be on a 2 hour delay Friday November 13 2020 d,delay,negative
820,Be sure to upgrade your winter wardrobe with our new cold weather gear When purc,cold,negative
821,RT NBCSBoston Tom Brady had his dock and two jet skis float away from Tampa area home during Tropical Storm Eta NissanUSA https,,neutral
822,ExtremeMedian andreaswood mattgaetz TiffanyATrump And 99 5 of those cases won t need to be hospitalized So gi,won,positive
823,RT josstheboss The Chinese Flu is looking very American,,neutral
824,I follow back all patriots Nothing can stop what is coming Absolutely nothing The Storm has arrived hope y,,neutral
825,RT jakesfleur don t forget to watch enhypen s first guesting tonight on TGC Teen 2020 Winter from 5PM 8PM KST,,neutral
826,I was hoping this Boise State vs Colorado game would have snow in the forecast fs1,,neutral
827,Wait for this new future x uzi so I can go cook some ankles indoor,,neutral
828,RT NewYorker Citizens and leaders must shift from anticipating the winter COVID 19 surge to recognizing that it is already here DhruvKh,,neutral
829,RT kathcake Add a touch of cosiness to your home with my Winter wishlist usblogretweets bblogrt bloggershut bloggersHUtRT https,,neutral
830,RT josstheboss The Chinese Flu is looking very American,,neutral
831,What s the point of safety non slip bath mats if they dont stick to BOTTOM BATHTUB,,neutral
832,clrlabour Fads770189431 tomhfh No suggest leave the cheap ad hominem attacks to one side they just weaken your,"weaken, attacks, cheap",negative
833,RT YEVJ9NIA Someone just said to me Indoor seating closes at 10 but my face is open 24 7 This what the New York dating sce,,neutral
834,Winter butterfly album,,neutral
835,stphnsmth777 Usually as I go It keeps the extra ingredients stored cleanly at right temperature Waiting,"cleanly, right",positive
836,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
837,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
838,OregonGovBrown Okay I will play Until CDCgov STOPS directing that ALL deaths be recorded as Covid a,,neutral
839,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
840,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
841,Load Balancer Node Thu Nov 12 2020 8 48PM Uptime 26 days 11 hours 44 minutes 43 seconds CPU temperature 36C,,neutral
842,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
843,My wife gets cold feet in the winter regardless of how warm house is so I made her some suede moccasins lined,"cold, warm",neutral
844,ChemicalAT Got it I ll check out what Canada is doing,,neutral
845,RT josstheboss The Chinese Flu is looking very American,,neutral
846,jkenney You re literally killing people everyday with your incompetent ideologically driven catastrophe of a pand,"killing, incompetent, catastrophe",negative
847,Slippery slope of justice reminds me Trudeau Sometimes Justin the next day just out,,neutral
848,RT josstheboss The Chinese Flu is looking very American,,neutral
849,ANXIETYATLAW law champagne Like really about to drop 100 on a bunch of candles because covid winter is going be long,,neutral
850,StephenCGriffin berri tea In comparison to Ebola it s more like a flu in terms of how may feel someone I,like,positive
851,RT SputnikInt Canada to announce new measures for citizens in HongKong as national security law enforced,,neutral
852,RT josstheboss The Chinese Flu is looking very American,,neutral
853,RT josstheboss The Chinese Flu is looking very American,,neutral
854,Node 1 Thu Nov 12 2020 8 48PM Uptime 26 days 11 hours 44 minutes 43 seconds CPU temperature 31C Powered b,,neutral
855,Realestate Thai Balinese villa is a unique design in nai harn phuket This spacious uniqu,spacious,positive
856,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
857,RT FouldsIain Three years ago there was a flu outbreak in Alberta and were three times as many people ICU We are bei,outbreak,negative
858,Just took the pooch for walk it smells like winter out there,"like, smells",neutral
859,RT MariekeWalsh NEW The Ontario Provincial Police and auditing firm KPMG are investigating allegations of fraud connected to a provincia,"fraud, allegations",negative
860,RT JLHSAthletics Indoor and Outdoor Track Record Boards are now updated,,neutral
861,RT BLACKPINKhappen When BLACKPINK debuted on Aug 08 2016 not knowing that they will soon dominate only in south korea but take,dominate,positive
862,What we are paying for is that you and members of the House Senate stop tweeting get in a room st,,neutral
